Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q9Y2E5,MA2B2_HUMAN,reviewed,Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2),MAN2B2 KIAA0935,Homo sapiens (Human),1009
Q13477,MADCA_HUMAN,reviewed,Mucosal addressin cell adhesion molecule 1 (MAdCAM-1) (hMAdCAM-1),MADCAM1,Homo sapiens (Human),382
Q9H0U3,MAGT1_HUMAN,reviewed,Magnesium transporter protein 1 (MagT1) (Implantation-associated protein) (IAP),MAGT1 IAG2 PSEC0084 UNQ628/PRO1244,Homo sapiens (Human),335
P20916,MAG_HUMAN,reviewed,Myelin-associated glycoprotein (Siglec-4a),MAG GMA,Homo sapiens (Human),626
Q7Z304,MAMC2_HUMAN,reviewed,MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan),MAMDC2,Homo sapiens (Human),686
O00462,MANBA_HUMAN,reviewed,Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase),MANBA MANB1,Homo sapiens (Human),879
P55145,MANF_HUMAN,reviewed,Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET),MANF ARMET ARP,Homo sapiens (Human),182
Q9H8J5,MANS1_HUMAN,reviewed,MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein),MANSC1 LOH12CR3 UNQ316/PRO361,Homo sapiens (Human),431
A6NHS7,MANS4_HUMAN,reviewed,MANSC domain-containing protein 4,MANSC4,Homo sapiens (Human),339
Q9P2E8,MARH4_HUMAN,reviewed,E3 ubiquitin-protein ligase MARCH4 (EC 6.3.2.-) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING finger protein 174),MARCH4 KIAA1399 RNF174,Homo sapiens (Human),410
P48740,MASP1_HUMAN,reviewed,Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain],MASP1 CRARF CRARF1 PRSS5,Homo sapiens (Human),699
O00187,MASP2_HUMAN,reviewed,Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain],MASP2,Homo sapiens (Human),686
P21941,MATN1_HUMAN,reviewed,Cartilage matrix protein (Matrilin-1),MATN1 CMP CRTM,Homo sapiens (Human),496
O00339,MATN2_HUMAN,reviewed,Matrilin-2,MATN2 UNQ193/PRO219,Homo sapiens (Human),956
O15232,MATN3_HUMAN,reviewed,Matrilin-3,MATN3,Homo sapiens (Human),486
O95460,MATN4_HUMAN,reviewed,Matrilin-4,MATN4,Homo sapiens (Human),622
P11226,MBL2_HUMAN,reviewed,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),MBL2 COLEC1 MBL,Homo sapiens (Human),248
Q14703,MBTP1_HUMAN,reviewed,Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1),MBTPS1 KIAA0091 S1P SKI1,Homo sapiens (Human),1052
Q8NI22,MCFD2_HUMAN,reviewed,Multiple coagulation factor deficiency protein 2 (Neural stem cell-derived neuronal survival protein),MCFD2 SDNSF,Homo sapiens (Human),146
P20382,MCH_HUMAN,reviewed,Pro-MCH [Cleaved into: Neuropeptide-glycine-glutamic acid (NGE) (Neuropeptide G-E); Neuropeptide-glutamic acid-isoleucine (NEI) (Neuropeptide E-I); Melanin-concentrating hormone (MCH)],PMCH MCH,Homo sapiens (Human),165
P15529,MCP_HUMAN,reviewed,Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46),CD46 MCP MIC10,Homo sapiens (Human),392
Q8NFP4,MDGA1_HUMAN,reviewed,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (GPI and MAM protein) (GPIM) (Glycosylphosphatidylinositol-MAM) (MAM domain-containing protein 3),MDGA1 MAMDC3,Homo sapiens (Human),955
Q7Z553,MDGA2_HUMAN,reviewed,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 (MAM domain-containing protein 1),MDGA2 MAMDC1 UNQ8188/PRO23197,Homo sapiens (Human),956
Q96KG7,MEG10_HUMAN,reviewed,Multiple epidermal growth factor-like domains protein 10 (Multiple EGF-like domains protein 10),MEGF10 KIAA1780,Homo sapiens (Human),1140
A6BM72,MEG11_HUMAN,reviewed,Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11),MEGF11 KIAA1781 UNQ1949/PRO4432,Homo sapiens (Human),1044
O75095,MEGF6_HUMAN,reviewed,Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3),MEGF6 EGFL3 KIAA0815,Homo sapiens (Human),1541
Q7Z7M0,MEGF8_HUMAN,reviewed,Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4),MEGF8 C19orf49 EGFL4 KIAA0817,Homo sapiens (Human),2845
Q9H1U4,MEGF9_HUMAN,reviewed,Multiple epidermal growth factor-like domains protein 9 (Multiple EGF-like domains protein 9) (Epidermal growth factor-like protein 5) (EGF-like protein 5),MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305,Homo sapiens (Human),602
Q16819,MEP1A_HUMAN,reviewed,Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit alpha) (PABA peptide hydrolase) (PPH alpha),MEP1A,Homo sapiens (Human),746
Q16820,MEP1B_HUMAN,reviewed,Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta),MEP1B,Homo sapiens (Human),701
Q9NQ76,MEPE_HUMAN,reviewed,Matrix extracellular phosphoglycoprotein (Osteoblast/osteocyte factor 45) (OF45),MEPE,Homo sapiens (Human),525
Q9H9K5,MER34_HUMAN,reviewed,HERV-MER_4q12 provirus ancestral Env polyprotein (Endogenous retrovirus group MER34 member 1),ERVMER34-1 LP9056,Homo sapiens (Human),563
Q12866,MERTK_HUMAN,reviewed,Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK),MERTK MER,Homo sapiens (Human),999
Q14696,MESD_HUMAN,reviewed,LDLR chaperone MESD (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61),MESDC2 KIAA0081 MESD UNQ1911/PRO4369,Homo sapiens (Human),234
Q5JXM2,MET24_HUMAN,reviewed,Methyltransferase-like protein 24 (EC 2.1.1.-),METTL24 C6orf186,Homo sapiens (Human),366
Q9H8H3,MET7A_HUMAN,reviewed,Methyltransferase-like protein 7A (EC 2.1.1.-) (Protein AAM-B),METTL7A PRO0066 UNQ1902/PRO4348,Homo sapiens (Human),244
Q6UX53,MET7B_HUMAN,reviewed,Methyltransferase-like protein 7B (EC 2.1.1.-),METTL7B UNQ594/PRO1180,Homo sapiens (Human),244
Q9H1A3,METL9_HUMAN,reviewed,Methyltransferase-like protein 9 (DORA reverse strand protein) (DREV) (DREV1),METTL9 DREV CGI-81,Homo sapiens (Human),318
Q641Q3,METRL_HUMAN,reviewed,Meteorin-like protein,METRNL,Homo sapiens (Human),311
Q9UJH8,METRN_HUMAN,reviewed,Meteorin,METRN C16orf23 RJD6,Homo sapiens (Human),293
P08581,MET_HUMAN,reviewed,Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),MET,Homo sapiens (Human),1390
O75121,MFA3L_HUMAN,reviewed,Microfibrillar-associated protein 3-like (Testis development protein NYD-SP9),MFAP3L KIAA0626 HSD-39 HSD39,Homo sapiens (Human),409
P55001,MFAP2_HUMAN,reviewed,Microfibrillar-associated protein 2 (MFAP-2) (Microfibril-associated glycoprotein 1) (MAGP) (MAGP-1),MFAP2 MAGP1,Homo sapiens (Human),183
P55082,MFAP3_HUMAN,reviewed,Microfibril-associated glycoprotein 3,MFAP3,Homo sapiens (Human),362
P55083,MFAP4_HUMAN,reviewed,Microfibril-associated glycoprotein 4,MFAP4,Homo sapiens (Human),255
Q13361,MFAP5_HUMAN,reviewed,Microfibrillar-associated protein 5 (MFAP-5) (MP25) (Microfibril-associated glycoprotein 2) (MAGP-2),MFAP5 MAGP2,Homo sapiens (Human),173
Q08431,MFGM_HUMAN,reviewed,Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin],MFGE8,Homo sapiens (Human),387
P08493,MGP_HUMAN,reviewed,Matrix Gla protein (MGP) (Cell growth-inhibiting gene 36 protein),MGP MGLAP GIG36,Homo sapiens (Human),103
Q96PC5,MIA2_HUMAN,reviewed,Melanoma inhibitory activity protein 2,MIA2,Homo sapiens (Human),542
Q5JRA6,MIA3_HUMAN,reviewed,Melanoma inhibitory activity protein 3 (C219-reactive peptide) (D320) (Transport and Golgi organization protein 1) (TANGO1),MIA3 KIAA0268 TANGO UNQ6077/PRO20088,Homo sapiens (Human),1907
Q16674,MIA_HUMAN,reviewed,Melanoma-derived growth regulatory protein (Melanoma inhibitory activity protein),MIA,Homo sapiens (Human),131
Q29983,MICA_HUMAN,reviewed,MHC class I polypeptide-related sequence A (MIC-A),MICA PERB11.1,Homo sapiens (Human),383
Q29980,MICB_HUMAN,reviewed,MHC class I polypeptide-related sequence B (MIC-B),MICB PERB11.2,Homo sapiens (Human),383
Q7Z6M3,MILR1_HUMAN,reviewed,Allergin-1 (Allergy inhibitory receptor 1) (Mast cell antigen 32) (MCA-32) (Mast cell immunoglobulin-like receptor 1),MILR1 C17orf60 MCA32,Homo sapiens (Human),343
P20774,MIME_HUMAN,reviewed,Mimecan (Osteoglycin) (Osteoinductive factor) (OIF),OGN OIF SLRR3A,Homo sapiens (Human),298
Q9UNW1,MINP1_HUMAN,reviewed,"Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (2,3-bisphosphoglycerate 3-phosphatase) (2,3-BPG phosphatase) (EC 3.1.3.80) (Inositol (1,3,4,5)-tetrakisphosphate 3-phosphatase) (Ins(1,3,4,5)P(4) 3-phosphatase)",MINPP1 MIPP UNQ900/PRO1917,Homo sapiens (Human),487
P03971,MIS_HUMAN,reviewed,Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS),AMH MIF,Homo sapiens (Human),560
P21741,MK_HUMAN,reviewed,Midkine (MK) (Amphiregulin-associated protein) (ARAP) (Midgestation and kidney protein) (Neurite outgrowth-promoting factor 2) (Neurite outgrowth-promoting protein),MDK MK1 NEGF2,Homo sapiens (Human),143
Q14165,MLEC_HUMAN,reviewed,Malectin,MLEC KIAA0152,Homo sapiens (Human),292
Q8N4V1,MMGT1_HUMAN,reviewed,Membrane magnesium transporter 1 (ER membrane protein complex subunit 5) (Transmembrane protein 32),MMGT1 EMC5 TMEM32,Homo sapiens (Human),131
P09238,MMP10_HUMAN,reviewed,Stromelysin-2 (SL-2) (EC 3.4.24.22) (Matrix metalloproteinase-10) (MMP-10) (Transin-2),MMP10 STMY2,Homo sapiens (Human),476
P24347,MMP11_HUMAN,reviewed,Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11),MMP11 STMY3,Homo sapiens (Human),488
P39900,MMP12_HUMAN,reviewed,Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12),MMP12 HME,Homo sapiens (Human),470
P45452,MMP13_HUMAN,reviewed,Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13),MMP13,Homo sapiens (Human),471
P50281,MMP14_HUMAN,reviewed,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),MMP14,Homo sapiens (Human),582
P51511,MMP15_HUMAN,reviewed,Matrix metalloproteinase-15 (MMP-15) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 2) (MT-MMP 2) (MTMMP2) (Membrane-type-2 matrix metalloproteinase) (MT2-MMP) (MT2MMP) (SMCP-2),MMP15,Homo sapiens (Human),669
P51512,MMP16_HUMAN,reviewed,Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP),MMP16 MMPX2,Homo sapiens (Human),607
Q9ULZ9,MMP17_HUMAN,reviewed,Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP),MMP17 MT4MMP,Homo sapiens (Human),603
Q99542,MMP19_HUMAN,reviewed,Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18),MMP19 MMP18 RASI,Homo sapiens (Human),508
P03956,MMP1_HUMAN,reviewed,Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase],MMP1 CLG,Homo sapiens (Human),469
O60882,MMP20_HUMAN,reviewed,Matrix metalloproteinase-20 (MMP-20) (EC 3.4.24.-) (Enamel metalloproteinase) (Enamelysin),MMP20,Homo sapiens (Human),483
Q8N119,MMP21_HUMAN,reviewed,Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-),MMP21,Homo sapiens (Human),569
Q9Y5R2,MMP24_HUMAN,reviewed,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],MMP24 MT5MMP,Homo sapiens (Human),645
Q9NPA2,MMP25_HUMAN,reviewed,Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP),MMP25 MMP20 MMPL1 MT6MMP,Homo sapiens (Human),562
Q9NRE1,MMP26_HUMAN,reviewed,Matrix metalloproteinase-26 (MMP-26) (EC 3.4.24.-) (Endometase) (Matrilysin-2),MMP26,Homo sapiens (Human),261
Q9H306,MMP27_HUMAN,reviewed,Matrix metalloproteinase-27 (MMP-27) (EC 3.4.24.-),MMP27 UNQ2503/PRO5992,Homo sapiens (Human),513
Q9H239,MMP28_HUMAN,reviewed,Matrix metalloproteinase-28 (MMP-28) (EC 3.4.24.-) (Epilysin),MMP28 MMP25 UNQ1893/PRO4339,Homo sapiens (Human),520
P08253,MMP2_HUMAN,reviewed,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX],MMP2 CLG4A,Homo sapiens (Human),660
P08254,MMP3_HUMAN,reviewed,Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1),MMP3 STMY1,Homo sapiens (Human),477
P09237,MMP7_HUMAN,reviewed,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),MMP7 MPSL1 PUMP1,Homo sapiens (Human),267
P22894,MMP8_HUMAN,reviewed,Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL),MMP8 CLG1,Homo sapiens (Human),467
P14780,MMP9_HUMAN,reviewed,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9 CLG4B,Homo sapiens (Human),707
Q13201,MMRN1_HUMAN,reviewed,Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)],MMRN1 ECM EMILIN4 GPIA* MMRN,Homo sapiens (Human),1228
Q9H8L6,MMRN2_HUMAN,reviewed,Multimerin-2 (EMILIN-3) (Elastin microfibril interface located protein 3) (Elastin microfibril interfacer 3) (EndoGlyx-1 p125/p140 subunit),MMRN2 EMILIN3,Homo sapiens (Human),949
Q8TD46,MO2R1_HUMAN,reviewed,Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1),CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015,Homo sapiens (Human),325
Q6Q8B3,MO2R2_HUMAN,reviewed,Cell surface glycoprotein CD200 receptor 2 (CD200 cell surface glycoprotein receptor-like 2) (CD200 receptor-like 2) (HuCD200R2) (CD200 cell surface glycoprotein receptor-like a) (CD200RLa) (Cell surface glycoprotein CD200 receptor 1-like) (Cell surface glycoprotein OX2 receptor 2),CD200R1L CD200R2,Homo sapiens (Human),271
Q16653,MOG_HUMAN,reviewed,Myelin-oligodendrocyte glycoprotein,MOG,Homo sapiens (Human),247
P12872,MOTI_HUMAN,reviewed,Promotilin [Cleaved into: Motilin; Motilin-associated peptide (MAP)],MLN,Homo sapiens (Human),115
Q6UVY6,MOXD1_HUMAN,reviewed,DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X),MOXD1 MOX UNQ2493/PRO5780,Homo sapiens (Human),613
A6NHM9,MOXD2_HUMAN,reviewed,Putative DBH-like monooxygenase protein 2 (DBH-like monooxygenase protein 2 pseudogene) (EC 1.14.17.-),MOXD2P MOXD2,Homo sapiens (Human),499
Q2M385,MPEG1_HUMAN,reviewed,Macrophage-expressed gene 1 protein (Macrophage gene 1 protein) (Mpg-1),MPEG1,Homo sapiens (Human),716
P20645,MPRD_HUMAN,reviewed,Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46),M6PR MPR46 MPRD,Homo sapiens (Human),277
P11717,MPRI_HUMAN,reviewed,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),IGF2R MPRI,Homo sapiens (Human),2491
O95297,MPZL1_HUMAN,reviewed,Myelin protein zero-like protein 1 (Protein zero-related),MPZL1 PZR UNQ849/PRO1787,Homo sapiens (Human),269
O60487,MPZL2_HUMAN,reviewed,Myelin protein zero-like protein 2 (Epithelial V-like antigen 1),MPZL2 EVA EVA1 UNQ606/PRO1192,Homo sapiens (Human),215
Q6UWV2,MPZL3_HUMAN,reviewed,Myelin protein zero-like protein 3,MPZL3 UNQ2966/PRO7425,Homo sapiens (Human),235
P22897,MRC1_HUMAN,reviewed,Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206),MRC1 CLEC13D CLEC13DL MRC1L1,Homo sapiens (Human),1456
Q9UBG0,MRC2_HUMAN,reviewed,C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280),MRC2 CLEC13E ENDO180 KIAA0709 UPARAP,Homo sapiens (Human),1479
Q96KJ4,MSLNL_HUMAN,reviewed,Mesothelin-like protein (Pre-pro-megakaryocyte-potentiating-factor-like),MSLNL C16orf37 MPFL,Homo sapiens (Human),702
Q13421,MSLN_HUMAN,reviewed,"Mesothelin (CAK1 antigen) (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]",MSLN MPF,Homo sapiens (Human),630
P08118,MSMB_HUMAN,reviewed,Beta-microseminoprotein (Immunoglobulin-binding factor) (IGBF) (PN44) (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94) (Seminal plasma beta-inhibin),MSMB PRSP,Homo sapiens (Human),114
Q1L6U9,MSMP_HUMAN,reviewed,Prostate-associated microseminoprotein (PC3-secreted microprotein),MSMP PSMP,Homo sapiens (Human),139
Q8IXL7,MSRB3_HUMAN,reviewed,Methionine-R-sulfoxide reductase B3 (MsrB3) (EC 1.8.4.-),MSRB3 UNQ1965/PRO4487,Homo sapiens (Human),192
Q2TV78,MSTP9_HUMAN,reviewed,Putative macrophage-stimulating protein MSTP9 (Brain rescue factor 1) (BRF-1) (Hepatocyte growth factor-like protein homolog),MST1P9 D1F15S1A MSTP9,Homo sapiens (Human),715
P55157,MTP_HUMAN,reviewed,Microsomal triglyceride transfer protein large subunit,MTTP MTP,Homo sapiens (Human),894
Q9UKN1,MUC12_HUMAN,reviewed,Mucin-12 (MUC-12) (Mucin-11) (MUC-11),MUC12 MUC11,Homo sapiens (Human),5478
Q9H3R2,MUC13_HUMAN,reviewed,Mucin-13 (MUC-13) (Down-regulated in colon cancer 1),MUC13 DRCC1 RECC UNQ6194/PRO20221,Homo sapiens (Human),511
Q8N387,MUC15_HUMAN,reviewed,Mucin-15 (MUC-15),MUC15 UNQ750/PRO1481,Homo sapiens (Human),334
Q685J3,MUC17_HUMAN,reviewed,Mucin-17 (MUC-17) (Small intestinal mucin-3) (MUC-3),MUC17 MUC3,Homo sapiens (Human),4493
P43121,MUC18_HUMAN,reviewed,Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146),MCAM MUC18,Homo sapiens (Human),646
Q7Z5P9,MUC19_HUMAN,reviewed,Mucin-19 (MUC-19),MUC19,Homo sapiens (Human),6254
P15941,MUC1_HUMAN,reviewed,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],MUC1 PUM,Homo sapiens (Human),1255
Q8N307,MUC20_HUMAN,reviewed,Mucin-20 (MUC-20),MUC20 KIAA1359 UNQ2782/PRO7170,Homo sapiens (Human),709
Q5SSG8,MUC21_HUMAN,reviewed,Mucin-21 (MUC-21) (Epiglycanin),MUC21 C6orf205 UNQ697/PRO1342,Homo sapiens (Human),566
E2RYF6,MUC22_HUMAN,reviewed,Mucin-22 (Panbronchiolitis-related mucin-like protein 1),MUC22 G4 PBMUCL1,Homo sapiens (Human),1773
Q04900,MUC24_HUMAN,reviewed,Sialomucin core protein 24 (MUC-24) (Endolyn) (Multi-glycosylated core protein 24) (MGC-24) (MGC-24v) (CD antigen CD164),CD164,Homo sapiens (Human),197
Q02817,MUC2_HUMAN,reviewed,Mucin-2 (MUC-2) (Intestinal mucin-2),MUC2 SMUC,Homo sapiens (Human),5179
Q02505,MUC3A_HUMAN,reviewed,Mucin-3A (MUC-3A) (Intestinal mucin-3A),MUC3A MUC3,Homo sapiens (Human),2541
Q99102,MUC4_HUMAN,reviewed,Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) (Tracheobronchial mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)],MUC4,Homo sapiens (Human),2169
P98088,MUC5A_HUMAN,reviewed,"Mucin-5AC (MUC-5AC) (Gastric mucin) (Lewis B blood group antigen) (LeB) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM) (Fragments)",MUC5AC MUC5,Homo sapiens (Human),5030
Q9HC84,MUC5B_HUMAN,reviewed,"Mucin-5B (MUC-5B) (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)",MUC5B MUC5,Homo sapiens (Human),5762
Q6W4X9,MUC6_HUMAN,reviewed,Mucin-6 (MUC-6) (Gastric mucin-6),MUC6,Homo sapiens (Human),2439
Q8TAX7,MUC7_HUMAN,reviewed,Mucin-7 (MUC-7) (Apo-MG2) (Salivary mucin-7),MUC7 MG2,Homo sapiens (Human),377
Q9ULC0,MUCEN_HUMAN,reviewed,Endomucin (Endomucin-2) (Gastric cancer antigen Ga34) (Mucin-14) (MUC-14),EMCN EMCN2 MUC14,Homo sapiens (Human),261
Q96DR8,MUCL1_HUMAN,reviewed,Mucin-like protein 1 (Protein BS106) (Small breast epithelial mucin),MUCL1 SBEM UNQ590/PRO1160,Homo sapiens (Human),90
O15146,MUSK_HUMAN,reviewed,"Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)",MUSK,Homo sapiens (Human),869
Q9NR99,MXRA5_HUMAN,reviewed,Matrix-remodeling-associated protein 5 (Adhesion protein with leucine-rich repeats and immunoglobulin domains related to perlecan) (Adlican),MXRA5,Homo sapiens (Human),2828
Q9BRK3,MXRA8_HUMAN,reviewed,Matrix-remodeling-associated protein 8 (Limitrin),MXRA8,Homo sapiens (Human),442
Q99972,MYOC_HUMAN,reviewed,Myocilin (Trabecular meshwork-induced glucocorticoid response protein),MYOC GLC1A TIGR,Homo sapiens (Human),504
P25189,MYP0_HUMAN,reviewed,Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero),MPZ,Homo sapiens (Human),248
P0CAP1,MYZAP_HUMAN,reviewed,Myocardial zonula adherens protein (GRINL1A upstream protein) (Gup),MYZAP MYOZAP,Homo sapiens (Human),466
Q9BZM6,N2DL1_HUMAN,reviewed,NKG2D ligand 1 (N2DL-1) (NKG2DL1) (ALCAN-beta) (Retinoic acid early transcript 1I) (UL16-binding protein 1),ULBP1 N2DL1 RAET1I,Homo sapiens (Human),244
