Entry,Entry name,Status,Protein names,Gene names,Organism,Length
A8WE09,A8WE09_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B4YG72,B4YG72_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D5I7Q9,D5I7Q9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
D5M834,D5M834_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4EYJ6,Q4EYJ6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6ZE30,A6ZE30_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B7ZIX9,B7ZIX9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D5MBN5,D5MBN5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LGV5,G9LGV5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q06UF8,Q06UF8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q0VW08,Q0VW08_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q2LH31,Q2LH31_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q2LHB7,Q2LHB7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q2LHW7,Q2LHW7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4ZEL1,Q4ZEL1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q7GN52,Q7GN52_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q9B2Z7,Q9B2Z7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
G9LEE7,G9LEE7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q9B2V2,Q9B2V2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1 COI,Homo sapiens (Human),513
Q15GZ0,Q15GZ0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XIN1,B2XIN1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),601
A6Z529,A6Z529_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
D7P626,D7P626_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),601
G9LF70,G9LF70_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q53ZV6,Q53ZV6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),601
Q8HBV1,Q8HBV1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5FWN9,E5FWN9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B4DQQ4,B4DQQ4_HUMAN,unreviewed,"NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.2)",FDXR,Homo sapiens (Human),451
Q4GR31,Q4GR31_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
B2XEZ6,B2XEZ6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GCG2,Q4GCG2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII COX2,Homo sapiens (Human),227
A8JL09,A8JL09_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q85KR4,Q85KR4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
A6ZBX6,A6ZBX6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B2D666,B2D666_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
E2J0J0,E2J0J0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9MW73,H9MW73_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4GJM8,Q4GJM8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4 ND4,Homo sapiens (Human),459
Q7YCC8,Q7YCC8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
Q9B2Y7,Q9B2Y7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
C8YBL1,C8YBL1_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
B2XIK4,B2XIK4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9P9L7,H9P9L7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q06TE6,Q06TE6_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q4GCC3,Q4GCC3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII COX2,Homo sapiens (Human),227
Q6VHF8,Q6VHF8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
Q9B2X8,Q9B2X8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A6YTJ7,A6YTJ7_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B2Y993,B2Y993_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9LKY3,H9LKY3_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q4F675,Q4F675_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q4GFJ0,Q4GFJ0_HUMAN,unreviewed,ATP synthase protein 8,ATPase 8 ATP8,Homo sapiens (Human),68
Q7YEG9,Q7YEG9_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q8W8E1,Q8W8E1_HUMAN,unreviewed,ATP synthase protein 8,ATP8 ATPase 8,Homo sapiens (Human),68
D6N3K8,D6N3K8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6RPH6,Q6RPH6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A6YWX8,A6YWX8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6VHW2,Q6VHW2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D6R6Z4,D6R6Z4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
G9LEI6,G9LEI6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9T776,H9T776_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EWR0,Q4EWR0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q4GKN3,Q4GKN3_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
A1DT97,A1DT97_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A1DVN4,A1DVN4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C8YDR7,C8YDR7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6YZK9,A6YZK9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C7B303,C7B303_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
D9MZU0,D9MZU0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9PTY2,H9PTY2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9Q7X0,H9Q7X0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q15GW0,Q15GW0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9A8F9,H9A8F9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9MK30,H9MK30_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9SR93,H9SR93_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A0SA68,A0SA68_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A6YZ26,A6YZ26_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
D7PAH3,D7PAH3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9E7P8,H9E7P8_HUMAN,unreviewed,Cytochrome c oxidase subunit 2 (Fragment),COX2,Homo sapiens (Human),222
H9SZG1,H9SZG1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q0VXC9,Q0VXC9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),CO1 COX1,Homo sapiens (Human),513
Q15HF4,Q15HF4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4GMK4,Q4GMK4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
Q5S9N8,Q5S9N8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6VHR5,Q6VHR5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q7Y6V6,Q7Y6V6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B9EDU5,B9EDU5_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
E9P2Y5,E9P2Y5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2YMB8,F2YMB8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9NZ34,H9NZ34_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EXI2,Q4EXI2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EZ28,Q4EZ28_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F3S9,Q4F3S9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6RLU8,Q6RLU8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9LLT6,H9LLT6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B7TNG1,B7TNG1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B8RFM5,B8RFM5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5DYF7,E5DYF7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F5T1,Q4F5T1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B9ECT3,B9ECT3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),NADH3,Homo sapiens (Human),116
B9ECU6,B9ECU6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),NADH3,Homo sapiens (Human),116
Q305D3,Q305D3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q8HB66,Q8HB66_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),,Homo sapiens (Human),459
H9P1N1,H9P1N1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q5XTF0,Q5XTF0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q9B2X3,Q9B2X3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9AZW2,G9AZW2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4VFX7,Q4VFX7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q1W0W1,Q1W0W1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4G7P9,Q4G7P9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI COX1,Homo sapiens (Human),513
A1DT13,A1DT13_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
C8YGM3,C8YGM3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4F196,Q4F196_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q4G7F8,Q4G7F8_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI COX1,Homo sapiens (Human),513
Q7Y6N0,Q7Y6N0_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2 COII,Homo sapiens (Human),227
A4ZLL2,A4ZLL2_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A5WZL6,A5WZL6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (Fragment),,Homo sapiens (Human),70
Q2HKW8,Q2HKW8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A3R095,A3R095_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q6RMF4,Q6RMF4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XQE7,B2XQE7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
F1AIH3,F1AIH3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A4ZLF7,A4ZLF7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q15HH9,Q15HH9_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q6RM58,Q6RM58_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q6VI79,Q6VI79_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q7YCD6,Q7YCD6_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q7YCF7,Q7YCF7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q9B188,Q9B188_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
C8XV02,C8XV02_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C8Y007,C8Y007_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D7NM56,D7NM56_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E9L8H9,E9L8H9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A8QT67,A8QT67_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1DSK0,A1DSK0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q7YEE8,Q7YEE8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A6YWD1,A6YWD1_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
A7XTK2,A7XTK2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B8Y0K8,B8Y0K8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D7P639,D7P639_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),601
Q2HLF6,Q2HLF6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F4F0,Q4F4F0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4G830,Q4G830_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2 ND2,Homo sapiens (Human),347
Q7GXU0,Q7GXU0_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
E5E042,E5E042_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GHE1,Q4GHE1_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII COX2,Homo sapiens (Human),227
Q7YEF3,Q7YEF3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C7SKZ0,C7SKZ0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q9B2X6,Q9B2X6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4GE93,Q4GE93_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4 ND4,Homo sapiens (Human),459
H9SHU2,H9SHU2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q85KZ3,Q85KZ3_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B8RFT7,B8RFT7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C8YFD1,C8YFD1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6ZFS5,A6ZFS5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GE79,Q4GE79_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5 ND5,Homo sapiens (Human),603
A4ZKY8,A4ZKY8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F1AKK4,F1AKK4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F8V4U1,F8V4U1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1E1T6,A1E1T6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C8YFB3,C8YFB3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EWN6,Q4EWN6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4G8X5,Q4G8X5_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
Q4GAL3,Q4GAL3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI COX1,Homo sapiens (Human),513
Q7Y7K9,Q7Y7K9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1 COI,Homo sapiens (Human),513
Q7YEG8,Q7YEG8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q8HNR6,Q8HNR6_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII COX2,Homo sapiens (Human),227
H9SZ30,H9SZ30_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q7YEE7,Q7YEE7_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B4YBC1,B4YBC1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C3W5L7,C3W5L7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
G9LK66,G9LK66_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9RFM6,H9RFM6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
Q7Y823,Q7Y823_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5 NADH5,Homo sapiens (Human),603
Q5SB97,Q5SB97_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C7B389,C7B389_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4VFA1,Q4VFA1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A7XTZ0,A7XTZ0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C7SDU3,C7SDU3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4EXP2,Q4EXP2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6RMM5,Q6RMM5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XFN4,B2XFN4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5E0Q0,E5E0Q0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2WEK8,F2WEK8_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C7SJI3,C7SJI3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6ZFK2,A6ZFK2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B2XKN1,B2XKN1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9QH59,H9QH59_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9QQA8,H9QQA8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q5XSY0,Q5XSY0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5E0W5,E5E0W5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EXM9,Q4EXM9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GPF9,Q4GPF9_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6 ATP6,Homo sapiens (Human),226
Q9T9Y1,Q9T9Y1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4 NADH4,Homo sapiens (Human),459
D6C1N7,D6C1N7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
F1B6A5,F1B6A5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WE21,F2WE21_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G5D810,G5D810_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
G9LB98,G9LB98_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9LMM2,H9LMM2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9PY99,H9PY99_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GKW4,Q4GKW4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI COX1,Homo sapiens (Human),513
